  <83,7,8>,
  <84,7,9>,
  <85,7,10>,
  <86,8,0>,
  <87,8,1>,
  <88,8,2>,
  <89,8,3>,
  <90,8,4>,
  <91,8,5>,
  <92,8,6>,
  <93,8,7>,
  <94,8,8>,
  <95,8,9>,
  <96,8,10>,
  <97,8,11>,
  <98,8,12>,
  <99,8,13>,
  <100,8,14>,
  <101,9,0>,
  <102,9,1>,
  <103,9,2>,
  <104,9,3>,
  <105,9,4>,
  <106,9,5>,
  <107,9,6>,
  <108,9,7>,
  <109,9,8>,
  <110,9,9>,
  <111,9,10>,
  <112,9,11>,
  <113,9,12>,
  <114,9,13>,
  <115,10,0>,
  <116,10,1>,
  <117,10,2>,
  <118,10,3>,
  <119,10,4>,
  <120,10,5>,
  <121,10,6>,
  <122,10,7>,
  <123,10,8>,
  <124,10,9>,
  <125,10,10>,
  <126,10,11>,
  <127,11,0>,
  <128,11,1>,
  <129,11,2>,
  <130,11,3>,
  <131,11,4>,
  <132,11,5>,
  <133,11,6>,
  <134,11,7>,
  <135,11,8>,
  <136,11,9>,
  <137,11,10>,
  <138,11,11>,
  <139,11,12>,
  <140,11,13>,
  <141,11,14>,
  <142,12,0>,
  <143,12,1>,
  <144,12,2>,
  <145,12,3>,
  <146,12,4>,
  <147,12,5>,
  <148,12,6>,
  <149,12,7>,
  <150,12,8>,
  <151,12,9>,
  <152,12,10>,
  <153,12,11>,
  <154,12,12>,
  <155,12,13>,
  <156,13,0>,
  <157,13,1>,
  <158,13,2>,
  <159,13,3>,
  <160,13,4>,
  <161,13,5>,
  <162,13,6>,
  <163,13,7>,
  <164,13,8>,
  <165,13,9>,
  <166,13,10>,
  <167,13,11>,
  <168,14,0>,
  <169,14,1>,
  <170,14,2>,
  <171,14,3>,
  <172,14,4>,
  <173,14,5>,
  <174,14,6>,
  <175,14,7>,
  <176,14,8>,
  <177,14,9>,
  <178,14,10>,
  <179,14,11>,
  <180,14,12>,
  <181,15,0>,
  <182,15,1>,
  <183,15,2>,
  <184,15,3>,
  <185,15,4>,
  <186,15,5>,
  <187,15,6>,
  <188,15,7>,
  <189,15,8>,
  <190,15,9>,
  <191,16,0>,
  <192,16,1>,
  <193,16,2>,
  <194,16,3>,
  <195,16,4>,
  <196,16,5>,
  <197,16,6>,
  <198,16,7>,
  <199,16,8>,
  <200,16,9>,
  <201,16,10>,
  <202,16,11>,
  <203,17,0>,
  <204,17,1>,
  <205,17,2>,
  <206,17,3>,
  <207,17,4>,
  <208,17,5>,
  <209,17,6>,
  <210,17,7>,
  <211,17,8>,
  <212,17,9>,
  <213,17,10>,
  <214,18,0>,
  <215,18,1>,
  <216,18,2>,
  <217,18,3>,
  <218,18,4>,
  <219,18,5>,
  <220,18,6>,
  <221,18,7>,
  <222,18,8>,
  <223,18,9>,
  <224,18,10>,
  <225,19,0>,
  <226,19,1>,
  <227,19,2>,
  <228,19,3>,
  <229,19,4>,
  <230,19,5>,
  <231,19,6>,
  <232,19,7>,
  <233,19,8>,
  <234,19,9>,
  <235,19,10>,
  <236,19,11>,
  <237,19,12>,
  <238,20,0>,
  <239,20,1>,
  <240,20,2>,
  <241,20,3>,
  <242,20,4>,
  <243,20,5>,
  <244,20,6>,
  <245,20,7>,
  <246,20,8>,
  <247,20,9>,
  <248,20,10>,
  <249,20,11>,
  <250,20,12>,
  <251,20,13>,
  <252,20,14>
};

Modes = {
  <1,3,13>,
  <1,7,12>,
  <2,8,9>,
  <2,9,17>,
  <3,7,16>,
  <3,5,5>,
  <4,1,8>,
  <5,10,18>,
  <5,7,14>,
  <6,4,15>,
  <6,9,20>,
  <7,2,11>,
  <8,8,3>,
  <9,5,5>,
  <9,6,17>,
  <10,3,5>,
  <11,7,10>,
  <12,9,15>,
  <12,6,18>,
  <13,4,7>,
  <13,1,7>,
  <14,8,17>,
  <15,10,10>,
  <16,8,16>,
  <16,4,8>,
  <17,2,3>,
  <18,7,14>,
  <19,8,3>,
  <20,10,17>,
  <20,6,2>,
  <21,2,19>,
  <22,10,5>,
  <23,3,2>,
  <23,7,16>,
  <24,1,16>,
  <25,3,17>,
  <25,7,20>,
  <26,2,15>,
  <27,7,1>,
  <28,7,18>,
  <28,6,18>,
  <29,8,2>,
  <30,3,20>,
  <30,4,17>,
  <31,7,5>,
  <32,3,13>,
  <33,5,13>,
  <34,4,5>,
  <35,5,19>,
  <36,1,18>,
  <36,6,7>,
  <37,5,4>,
  <37,3,16>,
  <38,8,1>,
  <39,3,12>,
  <40,2,18>,
  <41,4,20>,
  <42,7,10>,
  <42,9,15>,
  <43,6,13>,
  <44,4,2>,
  <44,7,6>,
  <45,6,12>,
  <46,8,20>,
  <46,2,10>,
  <47,7,20>,
  <47,1,3>,
  <48,6,7>,
  <49,8,20>,
  <50,2,10>,
  <51,6,6>,
  <51,4,4>,
  <52,2,10>,
  <52,1,11>,
  <53,8,8>,
  <54,9,5>,
  <54,2,9>,
  <55,6,12>,
  <56,3,18>,
  <57,7,6>,
  <57,10,12>,
  <58,2,7>,
  <58,3,7>,
  <59,1,7>,
  <60,10,17>,
  <61,7,17>,
  <62,5,5>,
  <63,1,14>,
  <64,7,14>,
  <64,8,18>,
  <65,4,17>,
  <65,2,20>,
  <66,3,11>,
  <66,8,2>,
  <67,3,15>,
  <67,7,7>,
  <68,10,16>,
  <69,7,14>,
  <70,8,18>,
  <71,10,17>,
  <71,5,19>,
  <72,9,4>,
  <73,1,5>,
  <74,3,16>,
  <75,5,9>,
  <76,1,1>,
  <77,6,15>,
  <78,6,13>,
  <78,9,12>,
  <79,1,2>,
  <79,2,1>,
  <80,8,12>,
  <81,7,7>,
  <82,2,19>,
  <82,9,20>,
  <83,1,20>,
  <83,7,5>,
  <84,7,15>,
  <84,3,2>,
  <85,7,1>,
  <85,5,4>,
  <86,6,17>,
  <86,5,6>,
  <87,7,17>,
  <88,3,6>,
  <88,5,17>,
  <89,7,19>,
  <89,4,5>,
  <90,9,1>,
  <91,7,13>,
  <91,3,10>,
  <92,8,18>,
  <93,9,15>,
  <93,10,17>,
  <94,5,3>,
  <94,6,13>,
  <95,6,13>,
  <95,7,15>,
  <96,3,14>,
  <96,7,5>,
  <97,4,17>,
  <98,6,16>,
  <99,8,7>,
  <99,1,13>,
  <100,7,3>,
  <101,3,9>,
  <102,8,14>,
  <103,2,19>,
  <103,5,7>,
  <104,8,4>,
  <104,3,15>,
  <105,1,13>,
  <106,8,5>,
  <106,6,17>,
  <107,7,10>,
  <107,9,2>,
  <108,10,2>,
  <108,1,11>,
  <109,6,8>,
  <109,1,17>,
  <110,3,2>,
  <110,8,2>,
  <111,8,16>,
  <112,10,20>,
  <113,5,10>,
  <114,1,14>,
  <115,4,16>,
  <115,2,14>,
  <116,7,5>,
  <116,8,5>,
  <117,5,20>,
  <117,1,20>,
  <118,9,11>,
  <118,3,9>,
  <119,8,6>,
  <120,7,15>,
  <121,1,1>,
  <121,3,14>,
  <122,9,14>,
  <122,3,2>,
  <123,10,14>,
  <123,1,19>,
  <124,6,7>,
  <124,4,15>,
  <125,5,5>,
  <125,9,9>,
  <126,4,14>,
  <127,10,10>,
  <127,1,9>,
  <128,4,12>,
  <128,10,3>,
  <129,5,16>,
  <130,6,19>,
  <130,7,11>,
  <131,5,6>,
  <132,5,4>,
  <133,5,2>,
  <134,2,20>,
  <134,10,12>,
  <135,2,8>,
  <135,1,10>,
  <136,10,11>,
  <137,8,5>,
  <138,3,17>,
  <139,7,5>,
  <139,1,2>,
  <140,1,2>,
  <140,8,1>,
  <141,10,17>,
  <142,6,14>,
  <142,2,12>,
  <143,2,6>,
  <143,3,5>,
  <144,3,6>,
  <145,4,3>,
  <146,4,5>,
  <147,7,18>,
  <148,7,6>,
  <149,1,19>,
  <150,5,1>,
  <150,2,17>,
  <151,10,4>,
  <151,6,10>,
  <152,6,11>,
  <152,9,14>,
  <153,5,20>,
  <153,6,18>,
  <154,3,2>,
  <155,10,7>,
  <155,1,17>,
  <156,9,15>,
  <157,10,9>,
  <158,5,9>,
  <159,7,7>,
  <159,6,12>,
  <160,2,6>,
  <160,3,6>,
  <161,7,4>,
  <162,1,5>,
  <163,1,6>,
  <164,8,12>,
  <165,1,12>,
  <166,2,16>,
  <166,10,11>,
  <167,7,3>,
  <167,3,4>,
  <168,6,1>,
  <168,4,17>,
  <169,5,6>,
  <169,4,7>,
  <170,7,18>,
  <171,3,10>,
  <172,8,10>,
  <172,4,1>,
  <173,10,14>,
  <174,1,3>,
  <174,2,3>,
  <175,8,11>,
  <175,7,20>,
  <176,3,8>,
  <176,2,1>,
  <177,10,6>,
  <178,3,7>,
  <178,7,7>,
  <179,6,15>,
  <179,2,9>,
  <180,6,2>,
  <181,7,2>,
  <182,4,16>,
  <183,2,17>,
  <183,5,8>,
  <184,9,8>,
  <184,7,17>,
  <185,8,4>,
  <185,7,9>,
  <186,7,18>,
  <186,10,20>,
  <187,6,14>,
  <187,7,2>,
  <188,2,4>,
  <189,5,19>,
  <190,10,3>,
  <191,1,7>,
  <191,8,1>,
  <192,3,9>,
  <193,7,11>,
  <193,1,6>,
  <194,8,6>,
  <194,10,17>,
  <195,5,15>,
  <195,9,20>,
  <196,4,2>,
  <197,6,15>,
  <197,9,15>,
  <198,5,5>,
  <199,10,3>,
  <200,3,16>,
  <201,8,8>,
  <202,7,7>,
  <203,5,19>,
  <203,4,4>,
  <204,3,4>,
  <204,5,4>,
  <205,10,16>,
  <206,2,6>,
  <206,6,18>,
  <207,1,7>,
  <208,8,17>,
  <209,5,2>,
  <210,10,6>,
  <210,1,18>,
  <211,1,15>,
  <211,9,14>,
  <212,9,18>,
  <213,8,6>,
  <213,6,6>,
  <214,5,4>,
  <215,3,12>,
  <215,1,17>,
  <216,4,11>,
  <216,5,3>,
  <217,1,12>,
  <218,9,10>,
  <218,8,17>,
  <219,2,2>,
  <219,3,12>,
  <220,9,18>,
  <220,7,6>,
  <221,7,12>,
  <222,3,13>,
  <223,9,1>,
  <224,9,3>,
  <225,6,7>,
  <225,1,1>,
  <226,6,18>,
  <227,8,1>,
  <228,8,2>,
  <229,6,12>,
  <230,7,2>,
  <231,8,2>,
  <231,1,15>,
  <232,10,8>,
  <233,2,20>,
  <233,10,6>,
  <234,6,1>,
  <234,10,15>,
  <235,10,7>,
  <236,10,12>,
  <236,9,18>,
  <237,9,12>,
  <237,3,3>,
  <238,8,5>,
  <239,2,1>,
  <239,7,13>,
  <240,2,14>,
  <240,8,18>,
  <241,5,15>,
  <241,6,10>,
  <242,8,8>,
  <242,6,15>,
  <243,9,4>,
  <244,1,5>,
  <245,8,5>,
  <245,2,19>,
  <246,2,3>,
  <247,2,15>,
  <248,1,12>,
  <249,6,7>,
  <249,5,10>,
  <250,10,14>,
  <250,5,6>,
  <251,10,19>,
  <252,4,11>
};
